Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term(months),Default_Status(Yes/No)
CUST01270,63,116620,64330,793,24,No
CUST01271,64,157994,455547,586,120,Yes
CUST01272,51,40508,279389,390,48,Yes
CUST01273,48,185324,393857,379,360,Yes
CUST01274,58,161347,423433,619,240,Yes
CUST01275,39,160255,413172,311,120,Yes
CUST01276,47,154391,480033,780,240,No
CUST01277,44,112514,423498,601,60,Yes
CUST01278,62,176666,397914,611,240,No
CUST01279,58,144036,308112,473,240,Yes
CUST01280,21,192050,157962,327,60,Yes
CUST01281,26,152538,45297,584,60,Yes
CUST01282,35,92146,454764,563,12,Yes
CUST01283,65,49242,321576,478,240,Yes
CUST01284,65,59619,350587,757,72,No
CUST01285,34,81917,259236,485,180,Yes
CUST01286,20,109875,49250,448,240,No
CUST01287,27,150009,399663,722,84,No
CUST01288,46,187136,92704,515,240,No
CUST01289,40,34241,341729,570,24,Yes
CUST01290,21,63935,248277,708,120,Yes
CUST01291,65,159597,127505,688,360,No
CUST01292,48,88845,81100,843,84,Yes
CUST01293,69,137655,205280,623,180,No
CUST01294,20,45523,486145,844,360,Yes
CUST01295,45,180035,486318,579,72,Yes
CUST01296,35,90015,425644,400,60,Yes
CUST01297,59,173138,210077,772,360,No
CUST01298,64,196131,313661,499,180,Yes
CUST01299,62,67164,169243,310,360,Yes
CUST01300,18,37813,11271,721,24,No
CUST01301,61,136901,189295,524,60,Yes
CUST01302,20,26212,329742,394,12,Yes
CUST01303,56,192125,473696,522,240,Yes
CUST01304,58,51926,376235,422,24,Yes
CUST01305,56,54054,202110,489,24,Yes
CUST01306,62,68303,137820,601,120,No
CUST01307,22,187452,242735,583,84,No
CUST01308,60,104778,139918,465,24,Yes
CUST01309,21,120348,208733,640,12,No
CUST01310,70,89380,98286,751,24,No
CUST01311,30,179986,210853,482,360,Yes
CUST01312,27,161723,408024,741,48,No
CUST01313,24,135757,380075,565,24,Yes
CUST01314,20,39115,41916,556,120,Yes
CUST01315,19,150469,83042,300,12,No
CUST01316,35,59742,372030,637,84,No
CUST01317,50,148628,255682,746,84,No
CUST01318,67,38376,288183,531,12,Yes
CUST01319,42,146370,68545,848,72,No
CUST01320,37,125018,33937,392,72,No
CUST01321,39,41091,446021,770,60,No
CUST01322,29,165352,25620,693,360,No
CUST01323,62,122263,475003,409,360,Yes
CUST01324,62,114178,260067,386,360,Yes
CUST01325,46,69666,78370,336,48,Yes
CUST01326,55,82517,261498,698,24,No
CUST01327,59,100669,266978,846,120,No
CUST01328,19,29710,182883,357,72,Yes
CUST01329,68,31223,217602,421,48,Yes
CUST01330,69,191402,354865,835,120,No
CUST01331,52,59047,393524,538,24,Yes
CUST01332,20,57117,261321,319,120,Yes
CUST01333,57,32006,132235,433,12,Yes
CUST01334,29,185848,31192,614,24,No
CUST01335,28,174938,38532,408,24,Yes
CUST01336,69,181383,120643,364,48,Yes
CUST01337,69,197837,215768,632,24,No
CUST01338,54,163100,77000,629,48,No
CUST01339,55,65468,180900,364,24,Yes
CUST01340,35,57024,402174,725,36,No
CUST01341,53,63255,234984,549,240,Yes
CUST01342,20,54962,57411,685,36,Yes
CUST01343,49,41160,8329,307,36,No
CUST01344,63,190853,316285,590,84,No
CUST01345,68,144783,367995,429,48,Yes
CUST01346,27,187726,147055,835,120,No
CUST01347,29,180048,367636,338,240,Yes
CUST01348,29,151042,325890,390,360,Yes
CUST01349,70,98957,187375,728,12,No
CUST01350,30,50803,282976,397,240,Yes
CUST01351,41,161485,271097,524,120,No
CUST01352,60,74554,149927,354,48,Yes
CUST01353,25,59116,364265,785,120,Yes
CUST01354,60,31302,33326,672,60,No
CUST01355,34,107633,328390,764,12,Yes
CUST01356,21,160865,97215,461,12,Yes
CUST01357,25,38575,474279,540,120,Yes
CUST01358,55,171981,175903,729,48,No
CUST01359,38,80309,413407,412,72,Yes
CUST01360,32,45706,129318,722,48,No
CUST01361,32,39275,251934,796,12,Yes
CUST01362,45,57995,118332,765,36,No
CUST01363,26,139993,382393,498,360,Yes
CUST01364,40,90698,111016,643,36,Yes
CUST01365,54,35637,152117,439,24,Yes
CUST01366,47,140213,224269,475,72,Yes
CUST01367,36,178239,87202,474,240,No
CUST01368,32,42668,220847,834,120,No
CUST01369,31,175079,253244,773,60,Yes
CUST01370,45,84658,134935,635,84,No
CUST01371,55,59051,484070,305,84,Yes
CUST01372,20,30501,251757,816,12,Yes
CUST01373,45,159230,211737,790,24,No
CUST01374,33,41781,297808,312,84,Yes
CUST01375,31,54789,192907,602,48,No
CUST01376,23,24175,256544,612,36,Yes
CUST01377,63,140398,454798,324,120,Yes
CUST01378,47,56339,463332,715,36,No
CUST01379,41,184314,248424,301,360,Yes
CUST01380,62,107269,283355,333,60,Yes
CUST01381,45,90723,370981,512,360,Yes
CUST01382,23,182648,466817,643,12,No
CUST01383,61,115417,470556,352,24,Yes
CUST01384,42,115837,248978,341,72,Yes
CUST01385,41,65945,344829,368,180,Yes
CUST01386,63,73664,77564,642,48,No
CUST01387,59,145434,391599,514,48,Yes
CUST01388,38,112461,475775,573,180,Yes
CUST01389,61,130868,150303,355,24,Yes
CUST01390,46,147461,267904,839,24,No
CUST01391,52,197814,437736,845,60,No
CUST01392,41,196503,368448,367,48,No
CUST01393,47,42887,47032,700,36,No
CUST01394,22,48669,91384,582,24,No
CUST01395,49,59452,463748,509,180,Yes
CUST01396,58,25948,158705,726,360,Yes
CUST01397,52,54610,253462,655,84,Yes
CUST01398,59,25631,157838,493,24,Yes
CUST01399,19,80903,442752,832,360,Yes
CUST01400,55,109860,348807,634,120,No
CUST01401,62,158979,446402,755,120,No
CUST01402,26,100345,95039,566,48,Yes
CUST01403,36,32404,82772,661,60,Yes
CUST01404,28,182170,489511,464,180,Yes
CUST01405,36,67783,96938,457,36,Yes
CUST01406,20,103001,306216,429,120,Yes
CUST01407,34,116907,101729,510,180,No
CUST01408,60,103084,185274,451,72,Yes
CUST01409,28,159891,163104,424,12,Yes
CUST01410,49,58111,245145,627,36,Yes
CUST01411,65,163168,271028,639,360,No
CUST01412,48,95976,499932,450,240,Yes
CUST01413,64,135895,182568,415,120,No
CUST01414,26,197735,293861,419,60,Yes
CUST01415,57,77767,238818,665,24,Yes
CUST01416,56,188116,107314,839,48,No
CUST01417,67,92856,107611,323,24,No
CUST01418,46,197488,357089,389,180,Yes
CUST01419,49,103298,321235,823,12,No
CUST01420,41,124217,82566,737,72,No
CUST01421,18,94619,185837,659,60,No
CUST01422,53,42963,118086,754,84,No
CUST01423,36,62936,427404,734,84,Yes
CUST01424,55,176745,50129,447,48,Yes
CUST01425,51,107927,39663,684,24,Yes
CUST01426,58,91651,222324,479,180,Yes
CUST01427,47,168875,400965,440,48,Yes
CUST01428,29,120078,156762,802,12,No
CUST01429,37,173408,164338,805,180,No
CUST01430,32,27035,419826,302,36,Yes
CUST01431,34,98687,340835,783,24,No
CUST01432,36,129355,99042,803,360,No
CUST01433,25,92670,263500,368,240,Yes
CUST01434,65,114833,309645,792,240,No
CUST01435,34,184625,364615,787,24,No
CUST01436,64,170801,14198,565,36,No
CUST01437,27,103802,246719,438,72,Yes
CUST01438,28,33864,147957,669,84,Yes
CUST01439,58,113319,30540,596,60,No
CUST01440,22,154707,106614,487,24,No
CUST01441,28,162530,174138,623,360,No
CUST01442,35,199684,370935,671,24,No
CUST01443,40,57674,11762,440,180,Yes
CUST01444,67,147113,221003,648,36,No
CUST01445,27,151958,120927,492,180,No
CUST01446,51,159485,378579,416,84,Yes
CUST01447,47,40027,66113,434,12,Yes
CUST01448,37,115045,77883,752,240,No
CUST01449,39,65143,377189,611,12,No
CUST01450,25,78289,72483,445,48,Yes
CUST01451,31,54135,46211,735,24,Yes
CUST01452,67,146944,402061,741,12,No
CUST01453,20,192959,274210,360,120,Yes
CUST01454,34,31345,39732,608,360,Yes
CUST01455,24,52451,487396,510,240,Yes
CUST01456,30,68439,356587,659,12,Yes
CUST01457,65,92712,308956,656,72,Yes
CUST01458,50,180682,131784,817,240,Yes
CUST01459,70,171554,405159,314,180,Yes
CUST01460,31,70213,152774,475,180,Yes
CUST01461,18,45869,489563,519,180,Yes
CUST01462,63,144443,197132,489,120,No
CUST01463,24,67408,442645,663,84,Yes
CUST01464,50,79651,218688,415,72,Yes
CUST01465,25,142133,62837,832,36,No
CUST01466,41,95568,297097,341,24,Yes
CUST01467,38,149423,65671,694,60,No
CUST01468,65,101790,365210,754,48,No
CUST01469,36,132187,103977,371,120,No
CUST01470,41,67001,11703,803,360,No
CUST01471,46,157012,350268,387,24,Yes
CUST01472,27,123497,215042,404,36,Yes
CUST01473,30,108770,109995,713,24,No
CUST01474,45,150838,151023,579,360,No
CUST01475,40,144735,354530,714,120,No
CUST01476,27,139179,61642,425,60,Yes
CUST01477,32,184723,499090,437,12,Yes
CUST01478,24,33854,440322,369,120,Yes
CUST01479,61,27012,98897,691,240,Yes
CUST01480,61,105709,85077,610,240,No
CUST01481,66,40058,351596,832,120,No
CUST01482,30,96955,352127,809,120,No
CUST01483,52,110076,429401,318,12,Yes
CUST01484,45,51230,206132,760,72,No
CUST01485,46,140496,23864,333,36,No
CUST01486,67,99441,468837,468,120,Yes
CUST01487,45,55255,168818,698,120,No
CUST01488,54,196953,262191,781,120,No
CUST01489,28,152824,34222,700,60,No
CUST01490,42,181727,359674,661,60,No
CUST01491,19,174786,28655,431,72,Yes
CUST01492,65,173083,19103,649,84,No
CUST01493,40,113681,220969,659,12,No
CUST01494,33,81504,344782,619,240,Yes
CUST01495,62,37170,460574,612,24,Yes
CUST01496,39,64506,15334,633,12,No
CUST01497,45,168910,274882,731,60,Yes
CUST01498,48,174137,16658,624,84,No
CUST01499,38,170087,56236,800,24,No
CUST01500,31,108071,265430,814,360,No
CUST01501,57,98517,195491,746,48,No
CUST01502,68,39744,445601,848,48,Yes
CUST01503,36,89508,29920,604,240,No
CUST01504,32,183727,394487,394,240,Yes
CUST01505,24,175153,181600,579,24,No
CUST01506,51,144588,228926,514,72,No
CUST01507,59,99127,269576,607,84,No
CUST01508,38,72448,222219,711,60,No
CUST01509,47,196045,405263,484,12,Yes
CUST01510,58,155325,457308,491,240,Yes
CUST01511,49,75824,351452,778,60,No
CUST01512,52,181067,452099,744,240,No
CUST01513,21,156909,110197,673,120,No
CUST01514,27,199649,406358,607,84,No
CUST01515,22,186180,111723,722,60,No
CUST01516,59,62096,139451,541,84,Yes
CUST01517,33,49768,83623,496,12,Yes
CUST01518,70,101406,248353,797,180,No
CUST01519,45,189586,479824,337,48,Yes
CUST01520,28,91489,76528,329,60,No
CUST01521,35,192666,293728,480,360,No
CUST01522,64,147360,415115,320,12,Yes
CUST01523,23,102288,320411,605,24,No
CUST01524,44,115272,357149,392,84,Yes
CUST01525,64,56847,128753,414,240,Yes
CUST01526,65,151137,494126,423,180,Yes
CUST01527,60,172153,411383,837,60,No
CUST01528,23,82410,319479,425,72,Yes
CUST01529,39,173177,391524,699,48,No
CUST01530,31,57821,61001,479,48,No
CUST01531,46,127053,138329,357,120,No
CUST01532,62,49612,170931,733,120,No
CUST01533,35,57987,195315,786,72,No
CUST01534,19,189187,479600,335,360,Yes
CUST01535,69,34332,367116,545,60,Yes
CUST01536,53,120844,167145,671,360,No
CUST01537,33,135973,208670,308,84,No
CUST01538,34,98876,52317,541,60,Yes
CUST01539,28,135040,336010,624,360,No
CUST01540,20,91837,459266,382,120,Yes
CUST01541,48,128255,490751,640,84,No
CUST01542,70,46318,437223,464,60,Yes
CUST01543,50,37397,189474,730,240,Yes
CUST01544,64,163583,391812,634,120,No
CUST01545,66,33657,341264,488,360,Yes
CUST01546,46,188060,76351,303,84,Yes
CUST01547,37,102240,306889,384,24,Yes
CUST01548,28,85432,275724,433,240,Yes
CUST01549,61,127561,420572,627,120,Yes
CUST01550,65,54998,141671,477,360,Yes
CUST01551,55,105873,424183,588,48,Yes
CUST01552,23,128657,197728,486,84,No
CUST01553,54,78847,15870,323,180,No
CUST01554,58,79954,480447,391,120,Yes
CUST01555,30,88624,372662,472,12,Yes
CUST01556,43,182006,229868,566,36,Yes
CUST01557,41,64596,302398,420,12,Yes
CUST01558,63,157845,233148,764,360,No
CUST01559,32,73253,104900,572,60,No
CUST01560,42,54130,231129,511,240,Yes
CUST01561,31,94178,386004,493,84,Yes
CUST01562,29,127092,420479,449,12,Yes
CUST01563,36,88629,128462,761,48,No
CUST01564,61,189668,245209,387,12,Yes
CUST01565,38,124216,365108,517,84,Yes
CUST01566,63,130963,390930,562,24,Yes
CUST01567,24,166014,35803,353,72,No
CUST01568,48,112878,322914,346,12,Yes
CUST01569,34,152262,329879,690,60,No
CUST01570,60,117229,74330,342,240,Yes
CUST01571,28,152054,263390,647,120,No
CUST01572,38,159047,231979,445,60,Yes
CUST01573,20,53520,266730,587,72,Yes
CUST01574,45,94167,478323,569,240,Yes
CUST01575,66,89142,276042,620,84,No
CUST01576,38,148784,405385,454,180,Yes
CUST01577,60,186894,423497,750,12,No
CUST01578,21,80256,101018,336,120,Yes
CUST01579,63,142456,233814,418,120,Yes
CUST01580,40,167024,259384,768,120,No
CUST01581,64,58811,69830,657,24,No
CUST01582,36,67357,442756,472,180,Yes
CUST01583,70,91510,300303,517,240,Yes
CUST01584,18,157891,407049,484,84,Yes
CUST01585,22,84528,407786,810,360,Yes
CUST01586,39,26805,154045,424,84,Yes
CUST01587,41,174753,492141,408,72,Yes
CUST01588,27,27569,47500,771,360,No
CUST01589,58,90600,316534,305,72,Yes
CUST01590,20,192011,331298,763,72,No
CUST01591,64,169201,72801,516,12,No
CUST01592,36,104717,423458,356,24,Yes
CUST01593,53,177887,204958,394,84,Yes
CUST01594,33,124573,51760,321,48,Yes
CUST01595,67,125485,154388,457,24,Yes
CUST01596,69,133340,390817,617,360,No
CUST01597,40,194462,55390,676,180,No
CUST01598,46,121735,254791,574,240,Yes
CUST01599,56,130905,52302,732,72,No
CUST01600,45,185330,228355,395,12,No
CUST01601,47,197324,122561,458,120,No
CUST01602,59,157541,49024,597,120,Yes
CUST01603,69,145202,162492,452,36,No
CUST01604,37,85183,279250,737,60,No
CUST01605,53,40062,485930,346,180,Yes
CUST01606,24,153864,227777,722,24,No
CUST01607,64,169023,431154,559,72,Yes
CUST01608,34,173503,47870,815,12,No
CUST01609,60,141340,99137,486,84,Yes
CUST01610,44,98026,169598,765,360,No
CUST01611,69,89487,183957,491,48,Yes
CUST01612,29,40505,396658,565,360,Yes
CUST01613,24,133717,285166,318,12,Yes
CUST01614,43,50586,11975,475,360,Yes
CUST01615,62,126192,460491,798,60,No
CUST01616,57,114562,367105,704,60,Yes
CUST01617,26,23637,105035,414,12,Yes
CUST01618,62,69341,455369,327,48,Yes
CUST01619,48,190032,81102,547,84,No
CUST01620,68,161186,105094,388,60,No
CUST01621,27,144253,226186,322,24,Yes
CUST01622,27,136723,259304,782,12,No
CUST01623,55,83603,110559,601,240,No
CUST01624,43,33348,180033,308,24,Yes
CUST01625,58,133190,222939,807,240,No
CUST01626,53,96224,24407,799,84,No
CUST01627,55,180299,495356,799,48,No
CUST01628,51,24985,226251,623,180,Yes
CUST01629,22,90214,473124,727,120,Yes
CUST01630,57,189392,186804,759,84,Yes
CUST01631,36,70384,251017,652,120,Yes
CUST01632,32,174051,481614,647,240,No
CUST01633,63,192217,250611,434,60,No
CUST01634,42,129277,441774,668,120,No
CUST01635,28,183012,113636,589,24,No
CUST01636,26,65427,109587,460,240,Yes
CUST01637,68,129047,499432,805,60,Yes
CUST01638,53,32333,14505,667,60,No
CUST01639,28,65800,439083,815,12,No
CUST01640,39,132884,64752,532,24,No
CUST01641,49,87586,183427,663,12,No
CUST01642,53,90121,474928,454,180,Yes
CUST01643,56,195501,59600,351,120,No
CUST01644,66,49079,60517,404,180,Yes
CUST01645,24,63790,335262,420,48,Yes
CUST01646,41,61165,386864,599,120,Yes
CUST01647,66,152617,266300,401,36,No
CUST01648,39,56116,69478,506,120,No
CUST01649,67,21726,133616,785,72,Yes
CUST01650,36,152388,94790,387,60,Yes
CUST01651,66,128792,194081,551,36,No
CUST01652,51,130551,417727,533,36,Yes
CUST01653,69,132413,221745,719,120,No
CUST01654,51,198834,194673,330,120,Yes
CUST01655,18,155619,499740,371,24,Yes
CUST01656,39,102524,215580,468,84,Yes
CUST01657,21,123092,403035,337,360,Yes
CUST01658,59,59571,478175,359,360,Yes
CUST01659,63,193109,464178,832,60,No
CUST01660,61,165125,462989,611,72,No
CUST01661,18,93342,476968,840,240,No
CUST01662,62,125889,238931,510,180,No
CUST01663,57,190927,236810,653,360,No
CUST01664,30,99044,49187,337,180,Yes
CUST01665,64,53031,277876,590,48,Yes
CUST01666,23,154131,294294,619,180,No
CUST01667,58,61950,17279,328,180,No
CUST01668,33,99676,385900,732,180,Yes
CUST01669,21,117774,141187,819,72,No
CUST01670,66,190645,498534,427,120,Yes
CUST01671,37,170060,391326,305,120,Yes
CUST01672,39,81891,427255,846,240,Yes
CUST01673,37,94589,354659,443,84,Yes
CUST01674,51,84915,60169,635,180,No
CUST01675,70,114704,243189,400,36,Yes
CUST01676,63,131592,439339,721,24,Yes
CUST01677,45,54095,254693,519,120,Yes
CUST01678,22,116808,359849,838,84,No
CUST01679,51,123489,462186,570,240,Yes
CUST01680,49,186844,226995,750,120,No
CUST01681,44,62688,80678,817,36,No
CUST01682,47,53917,374373,825,180,Yes
CUST01683,31,139388,253174,333,36,No
CUST01684,41,51133,320411,718,24,Yes
CUST01685,54,95914,26119,835,36,No
CUST01686,37,118162,163995,601,120,Yes
CUST01687,27,57261,415933,731,12,No
CUST01688,37,94313,118026,487,120,Yes
CUST01689,53,111396,40423,345,84,Yes
CUST01690,37,168311,242174,645,84,No
CUST01691,64,178783,74630,441,180,No
CUST01692,66,137946,354815,759,36,No
CUST01693,38,43413,424331,719,84,Yes
CUST01694,43,108866,288636,346,360,Yes
CUST01695,46,92712,343646,390,36,Yes
CUST01696,63,26502,304890,616,180,Yes
CUST01697,59,52448,342596,387,48,Yes
CUST01698,57,162038,307438,354,240,No
CUST01699,66,144737,268527,319,24,No
CUST01700,52,67118,14947,581,48,Yes
CUST01701,63,171926,237904,386,180,No
CUST01702,43,174374,28584,803,12,No
CUST01703,29,128773,17612,840,72,No
CUST01704,23,50053,57079,472,60,Yes
CUST01705,34,43495,85859,614,84,No
CUST01706,21,181081,175546,485,12,No
CUST01707,37,122220,56770,627,36,No
CUST01708,38,87615,201877,423,12,Yes
CUST01709,30,82815,399334,542,120,Yes
CUST01710,50,152231,206876,417,60,Yes
CUST01711,47,164997,218425,367,120,Yes
CUST01712,58,81273,484060,319,60,Yes
CUST01713,53,173661,358945,403,48,Yes
CUST01714,66,165413,346600,428,60,Yes
CUST01715,54,126626,238823,385,360,No
CUST01716,68,57320,200719,472,48,Yes
CUST01717,52,131084,482884,762,12,Yes
CUST01718,47,182720,156650,471,12,Yes
CUST01719,48,91644,318454,556,360,Yes
CUST01720,42,112122,446680,517,240,Yes
CUST01721,50,93744,28847,465,180,No
CUST01722,37,43518,212253,425,36,Yes
CUST01723,64,165877,151516,742,48,No
CUST01724,69,103441,468434,650,360,Yes
CUST01725,66,138677,148137,551,360,No
CUST01726,39,75213,246067,636,12,No
CUST01727,26,189461,488528,302,240,Yes
CUST01728,48,21121,477616,309,360,Yes
CUST01729,29,128308,296394,800,84,No
CUST01730,68,190156,346451,379,180,Yes
CUST01731,70,196059,238400,426,72,No
CUST01732,42,177630,192677,696,36,No
CUST01733,69,22210,70412,773,72,Yes
CUST01734,30,136543,9909,526,12,No
CUST01735,61,113800,105407,392,240,No
CUST01736,69,77972,127818,805,72,Yes
CUST01737,49,178866,114621,307,48,No
CUST01738,58,123831,63167,584,240,No
CUST01739,28,164647,106591,479,24,No
CUST01740,65,37052,71810,565,240,Yes
CUST01741,32,157122,387152,580,48,Yes
CUST01742,61,26060,368324,845,240,Yes
CUST01743,34,198436,298662,764,12,No
CUST01744,59,196449,499442,353,72,Yes
CUST01745,45,126660,148673,424,360,No
CUST01746,49,114757,276191,344,48,Yes
CUST01747,21,92858,486501,730,180,Yes
CUST01748,18,122723,107030,642,24,No
CUST01749,69,26651,391633,531,84,Yes
CUST01750,22,85531,108220,468,72,Yes
CUST01751,58,183917,55712,328,120,Yes
CUST01752,19,175328,422973,642,60,No
CUST01753,48,82484,183678,355,72,Yes
CUST01754,51,82060,499690,374,240,Yes
CUST01755,57,134957,405607,397,360,Yes
CUST01756,46,171764,70444,387,12,No
CUST01757,42,102124,471660,366,36,Yes
CUST01758,21,135846,33725,608,240,No
CUST01759,22,46693,360238,357,180,Yes
CUST01760,21,97310,450607,690,84,Yes
CUST01761,66,127769,127217,310,120,Yes
CUST01762,68,132225,466341,403,72,Yes
CUST01763,59,197150,415480,326,120,Yes
CUST01764,51,106034,313183,497,24,Yes
CUST01765,24,23221,317043,369,240,Yes
CUST01766,68,70754,479150,429,360,Yes
CUST01767,50,87183,191327,731,120,No
CUST01768,46,68738,132481,440,12,Yes
CUST01769,37,173229,233509,825,360,No
CUST01770,37,173004,469111,449,36,Yes
CUST01771,48,100917,321318,651,60,Yes
CUST01772,18,155706,312463,448,12,Yes
CUST01773,33,152935,434488,355,84,Yes
CUST01774,40,71224,110052,506,24,Yes
CUST01775,60,144708,369265,778,240,No
CUST01776,55,168398,180982,606,84,No
CUST01777,24,139092,464331,343,120,Yes
CUST01778,32,20969,339897,528,48,Yes
CUST01779,47,183556,116745,544,120,No
CUST01780,70,106904,428242,684,48,Yes
CUST01781,70,21763,195220,310,24,Yes
CUST01782,40,27868,295818,417,36,Yes
CUST01783,36,135450,106923,668,12,No
CUST01784,30,71858,153950,478,48,Yes
CUST01785,34,65687,183162,551,36,Yes
CUST01786,30,25634,97315,568,24,Yes
CUST01787,19,197590,76955,688,360,No
CUST01788,25,108705,495793,515,60,Yes
CUST01789,47,82953,198798,681,360,No
CUST01790,51,183369,467245,744,24,No
CUST01791,26,69713,105496,845,84,No
CUST01792,38,177168,230202,550,12,No
CUST01793,55,69571,452970,848,60,No
CUST01794,38,84794,32923,586,36,No
CUST01795,55,148185,114700,383,120,No
CUST01796,57,37006,92783,820,84,No
CUST01797,59,153472,201223,810,180,No
CUST01798,38,118010,280500,794,120,No
CUST01799,55,125105,339551,337,48,Yes
CUST01800,32,73215,242020,540,84,Yes
CUST01801,31,100215,227834,686,240,No
CUST01802,41,86723,293647,386,36,Yes
CUST01803,66,42027,159690,755,180,Yes
CUST01804,55,30785,248926,824,240,Yes
CUST01805,39,131700,241533,778,84,No
CUST01806,69,150427,171210,579,84,Yes
CUST01807,46,81286,144263,377,72,No
CUST01808,36,151534,273850,380,60,No
CUST01809,24,51087,42407,668,12,No
CUST01810,39,71549,358950,637,60,Yes
CUST01811,70,199185,448258,581,48,Yes
CUST01812,63,178343,77281,567,12,No
CUST01813,36,110867,415584,713,84,No
CUST01814,66,191785,11234,783,360,No
CUST01815,66,59133,458753,707,48,Yes
CUST01816,65,75017,253742,539,180,Yes
CUST01817,55,164864,402211,779,120,No
CUST01818,23,102070,448443,492,84,Yes
CUST01819,67,129494,114882,749,120,No
CUST01820,19,118225,77849,431,60,No
CUST01821,18,151019,429883,663,72,No
CUST01822,45,199768,399592,713,180,No
CUST01823,55,26092,302574,332,36,Yes
CUST01824,27,106573,302895,700,84,No
CUST01825,43,36700,285226,695,48,Yes
CUST01826,48,48478,177407,762,360,No
CUST01827,23,64937,59690,481,12,No
CUST01828,56,148087,19071,491,48,Yes
CUST01829,42,94401,112946,538,60,No
CUST01830,22,139187,35122,677,180,Yes
CUST01831,38,127704,210051,460,24,Yes
CUST01832,44,145370,394620,370,84,Yes
CUST01833,31,54060,461366,510,60,Yes
CUST01834,45,194271,253921,462,240,No
CUST01835,37,174007,111416,814,360,No
CUST01836,30,21951,79811,756,24,Yes
CUST01837,70,124657,322114,552,180,Yes
CUST01838,39,169219,465974,802,120,No
CUST01839,20,43882,155948,767,72,No
CUST01840,63,97974,210043,479,84,Yes
CUST01841,33,67075,476840,742,120,Yes
CUST01842,60,68088,371226,397,84,Yes
CUST01843,62,31446,130669,461,60,Yes
CUST01844,58,160964,158034,368,48,No
CUST01845,44,164919,68559,677,24,No
CUST01846,50,105462,220008,761,36,No
CUST01847,50,31700,247308,327,24,Yes
CUST01848,58,197110,398077,772,84,No
CUST01849,43,70961,212971,338,12,Yes
CUST01850,34,50063,376772,439,72,Yes
CUST01851,60,141699,259153,772,24,No
CUST01852,60,83515,379122,748,36,Yes
CUST01853,35,62301,94437,318,240,Yes
CUST01854,36,52545,285312,700,36,Yes
CUST01855,66,22938,360143,579,36,Yes
CUST01856,46,113870,98291,521,12,No
CUST01857,52,76666,236765,348,360,Yes
CUST01858,69,157068,341074,405,84,Yes
CUST01859,62,100825,237776,353,240,Yes
CUST01860,18,32757,409965,686,48,Yes
CUST01861,33,118210,481450,544,48,Yes
CUST01862,23,24204,226083,328,12,Yes
CUST01863,39,70371,361494,364,48,Yes
CUST01864,24,194092,93018,471,12,Yes
CUST01865,24,105758,174177,494,240,Yes
CUST01866,52,123563,497266,738,24,Yes
CUST01867,24,113474,174537,477,12,Yes
CUST01868,38,23140,209045,517,120,Yes
CUST01869,32,37305,349961,585,360,Yes
CUST01870,57,116725,28036,368,48,Yes
CUST01871,67,176989,266921,404,180,No
CUST01872,54,64946,137089,397,240,Yes
CUST01873,38,185379,370069,697,360,No
CUST01874,67,54847,179088,479,360,Yes
CUST01875,66,103353,451459,793,24,Yes
CUST01876,56,173363,240358,691,180,No
CUST01877,32,151968,313002,313,48,Yes
CUST01878,19,181572,402903,427,60,Yes
CUST01879,33,132328,402014,549,240,Yes
CUST01880,23,35708,77118,683,120,Yes
CUST01881,27,118500,112156,338,48,No
CUST01882,56,136320,392582,636,36,No
CUST01883,59,30382,278087,724,360,Yes
CUST01884,70,95616,398504,324,48,Yes
CUST01885,64,106840,184688,548,48,No
CUST01886,60,85100,425191,527,240,Yes
CUST01887,42,156700,173630,487,120,No
CUST01888,22,148881,41692,497,12,No
CUST01889,27,73535,70830,393,36,No
CUST01890,68,73575,128894,819,24,No
CUST01891,47,101648,91066,502,48,Yes
CUST01892,56,85265,163912,592,240,Yes
CUST01893,58,72796,147533,792,24,No
CUST01894,41,124397,203032,471,120,Yes
CUST01895,50,179749,390313,743,36,No
CUST01896,68,146353,15386,690,84,No
CUST01897,66,98703,317047,850,36,No
CUST01898,29,87447,204465,774,60,No
CUST01899,42,167362,322731,792,24,No
CUST01900,63,143013,107611,458,48,Yes
CUST01901,50,118109,262663,714,84,No
CUST01902,65,117817,206346,801,60,No
CUST01903,55,38673,219322,339,24,Yes
CUST01904,42,168270,90124,498,84,No
CUST01905,67,111377,272181,800,360,No
CUST01906,62,35126,346262,694,84,Yes
CUST01907,65,84694,132062,789,12,No
CUST01908,41,185400,375440,328,360,Yes
CUST01909,59,58766,142012,766,360,No
CUST01910,33,177849,308217,465,12,Yes
CUST01911,23,188924,378088,693,84,No
CUST01912,23,155931,482075,493,84,Yes
CUST01913,28,131901,137577,609,180,No
CUST01914,60,120345,312274,615,84,No
CUST01915,64,43297,62291,652,36,No
CUST01916,31,124325,371482,615,12,No
CUST01917,70,148902,5827,399,24,No
CUST01918,44,157615,223545,595,84,Yes
CUST01919,41,68863,374123,437,48,Yes
CUST01920,49,67706,268514,412,120,Yes
CUST01921,54,75724,102327,505,12,No
CUST01922,69,70301,140975,718,120,No
CUST01923,57,48624,460271,470,24,Yes
CUST01924,36,42467,203038,427,60,Yes
CUST01925,22,109693,20553,540,120,Yes
CUST01926,66,46426,9984,362,60,No
CUST01927,18,194410,310369,342,24,Yes
CUST01928,68,21903,201957,832,60,Yes
CUST01929,49,144054,401839,645,240,No
CUST01930,41,198745,471696,651,72,No
